chromosome,source,feature,start,end,score,strand,frame,attributes,line_number,gene_id
LR134336.1,EMBL,gene,416391,417009,,-,,ID=gene-NCTC11427_00408;Name=ydjZ;gbkey=Gene;gene=ydjZ;gene_biotype=protein_coding;locus_tag=NCTC11427_00408,846,gene-NCTC11427_00408
LR134336.1,EMBL,gene,417142,419776,,+,,ID=gene-NCTC11427_00409;Name=NCTC11427_00409;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00409,848,gene-NCTC11427_00409
LR134336.1,EMBL,gene,420203,420965,,+,,ID=gene-NCTC11427_00410;Name=NCTC11427_00410;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00410,850,gene-NCTC11427_00410
LR134336.1,EMBL,gene,421110,422157,,+,,ID=gene-NCTC11427_00411;Name=NCTC11427_00411;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00411,852,gene-NCTC11427_00411
LR134336.1,EMBL,gene,422134,423349,,+,,ID=gene-NCTC11427_00412;Name=NCTC11427_00412;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00412,854,gene-NCTC11427_00412
LR134336.1,EMBL,gene,423526,424303,,+,,ID=gene-NCTC11427_00413;Name=NCTC11427_00413;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00413,856,gene-NCTC11427_00413
LR134336.1,EMBL,gene,424384,424789,,+,,ID=gene-NCTC11427_00414;Name=NCTC11427_00414;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00414,858,gene-NCTC11427_00414
LR134336.1,EMBL,gene,424772,425138,,+,,ID=gene-NCTC11427_00415;Name=NCTC11427_00415;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00415,860,gene-NCTC11427_00415
LR134336.1,EMBL,gene,425767,428017,,+,,ID=gene-NCTC11427_00416;Name=metE;gbkey=Gene;gene=metE;gene_biotype=protein_coding;locus_tag=NCTC11427_00416,862,gene-NCTC11427_00416
LR134336.1,EMBL,gene,428110,428977,,+,,ID=gene-NCTC11427_00417;Name=metF;gbkey=Gene;gene=metF;gene_biotype=protein_coding;locus_tag=NCTC11427_00417,864,gene-NCTC11427_00417
LR134336.1,EMBL,gene,429629,431843,,+,,ID=gene-NCTC11427_00418;Name=pnpA;gbkey=Gene;gene=pnpA;gene_biotype=protein_coding;locus_tag=NCTC11427_00418,866,gene-NCTC11427_00418
LR134336.1,EMBL,gene,431858,432476,,+,,ID=gene-NCTC11427_00419;Name=cysE;gbkey=Gene;gene=cysE;gene_biotype=protein_coding;locus_tag=NCTC11427_00419,868,gene-NCTC11427_00419
LR134336.1,EMBL,gene,432525,432726,,+,,ID=gene-NCTC11427_00420;Name=NCTC11427_00420;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00420,870,gene-NCTC11427_00420
LR134336.1,EMBL,gene,432739,433504,,+,,ID=gene-NCTC11427_00421;Name=deoD_2;gbkey=Gene;gene=deoD_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00421,872,gene-NCTC11427_00421
LR134336.1,EMBL,gene,433512,434034,,+,,ID=gene-NCTC11427_00422;Name=yyaP;gbkey=Gene;gene=yyaP;gene_biotype=protein_coding;locus_tag=NCTC11427_00422,874,gene-NCTC11427_00422
LR134336.1,EMBL,gene,434051,435395,,+,,ID=gene-NCTC11427_00423;Name=cysS;gbkey=Gene;gene=cysS;gene_biotype=protein_coding;locus_tag=NCTC11427_00423,876,gene-NCTC11427_00423
LR134336.1,EMBL,gene,435387,435774,,+,,ID=gene-NCTC11427_00424;Name=mrnC;gbkey=Gene;gene=mrnC;gene_biotype=protein_coding;locus_tag=NCTC11427_00424,878,gene-NCTC11427_00424
LR134336.1,EMBL,gene,435777,436647,,+,,ID=gene-NCTC11427_00425;Name=lrp;gbkey=Gene;gene=lrp;gene_biotype=protein_coding;locus_tag=NCTC11427_00425,880,gene-NCTC11427_00425
LR134336.1,EMBL,gene,436760,437891,,+,,ID=gene-NCTC11427_00426;Name=ugpC;gbkey=Gene;gene=ugpC;gene_biotype=protein_coding;locus_tag=NCTC11427_00426,882,gene-NCTC11427_00426
LR134336.1,EMBL,gene,438029,440246,,+,,ID=gene-NCTC11427_00427;Name=relA;gbkey=Gene;gene=relA;gene_biotype=protein_coding;locus_tag=NCTC11427_00427,884,gene-NCTC11427_00427
LR134336.1,EMBL,gene,440275,440719,,+,,ID=gene-NCTC11427_00428;Name=dtd;gbkey=Gene;gene=dtd;gene_biotype=protein_coding;locus_tag=NCTC11427_00428,886,gene-NCTC11427_00428
LR134336.1,EMBL,gene,440749,441163,,-,,ID=gene-NCTC11427_00429;Name=NCTC11427_00429;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00429,888,gene-NCTC11427_00429
LR134336.1,EMBL,gene,441270,441921,,-,,ID=gene-NCTC11427_00430;Name=dtxR;gbkey=Gene;gene=dtxR;gene_biotype=protein_coding;locus_tag=NCTC11427_00430,890,gene-NCTC11427_00430
LR134336.1,EMBL,gene,442004,442499,,-,,ID=gene-NCTC11427_00431;Name=tpx;gbkey=Gene;gene=tpx;gene_biotype=protein_coding;locus_tag=NCTC11427_00431,892,gene-NCTC11427_00431
LR134336.1,EMBL,gene,442619,443549,,-,,ID=gene-NCTC11427_00432;Name=psaA;gbkey=Gene;gene=psaA;gene_biotype=protein_coding;locus_tag=NCTC11427_00432,894,gene-NCTC11427_00432
LR134336.1,EMBL,gene,443575,444424,,-,,ID=gene-NCTC11427_00433;Name=mntB;gbkey=Gene;gene=mntB;gene_biotype=protein_coding;locus_tag=NCTC11427_00433,896,gene-NCTC11427_00433
LR134336.1,EMBL,gene,444420,445143,,-,,ID=gene-NCTC11427_00434;Name=psaB;gbkey=Gene;gene=psaB;gene_biotype=protein_coding;locus_tag=NCTC11427_00434,898,gene-NCTC11427_00434
LR134336.1,EMBL,gene,445322,447215,,+,,ID=gene-NCTC11427_00435;Name=pepO;gbkey=Gene;gene=pepO;gene_biotype=protein_coding;locus_tag=NCTC11427_00435,900,gene-NCTC11427_00435
LR134336.1,EMBL,gene,447253,447883,,-,,ID=gene-NCTC11427_00436;Name=NCTC11427_00436;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00436,902,gene-NCTC11427_00436
LR134336.1,EMBL,gene,447984,449178,,-,,ID=gene-NCTC11427_00437;Name=cbdC;gbkey=Gene;gene=cbdC;gene_biotype=protein_coding;locus_tag=NCTC11427_00437,904,gene-NCTC11427_00437
LR134336.1,EMBL,gene,449340,450414,,-,,ID=gene-NCTC11427_00438;Name=NCTC11427_00438;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00438,906,gene-NCTC11427_00438
LR134336.1,EMBL,gene,450525,451302,,-,,ID=gene-NCTC11427_00439;Name=NCTC11427_00439;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00439,908,gene-NCTC11427_00439
LR134336.1,EMBL,gene,451387,451951,,-,,ID=gene-NCTC11427_00440;Name=fadR_2;gbkey=Gene;gene=fadR_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00440,910,gene-NCTC11427_00440
LR134336.1,EMBL,gene,452278,452956,,+,,ID=gene-NCTC11427_00441;Name=graR;gbkey=Gene;gene=graR;gene_biotype=protein_coding;locus_tag=NCTC11427_00441,912,gene-NCTC11427_00441
LR134336.1,EMBL,gene,452948,453923,,+,,ID=gene-NCTC11427_00442;Name=graS;gbkey=Gene;gene=graS;gene_biotype=protein_coding;locus_tag=NCTC11427_00442,914,gene-NCTC11427_00442
LR134336.1,EMBL,gene,454667,455717,,+,,ID=gene-NCTC11427_00443;Name=NCTC11427_00443;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00443,916,gene-NCTC11427_00443
LR134336.1,EMBL,gene,455869,457813,,-,,ID=gene-NCTC11427_00444;Name=thrS;gbkey=Gene;gene=thrS;gene_biotype=protein_coding;locus_tag=NCTC11427_00444,918,gene-NCTC11427_00444
LR134336.1,EMBL,gene,458598,458973,,-,,ID=gene-NCTC11427_00446;Name=NCTC11427_00446;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00446,920,gene-NCTC11427_00446
LR134336.1,EMBL,gene,459168,460020,,+,,ID=gene-NCTC11427_00447;Name=NCTC11427_00447;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00447,922,gene-NCTC11427_00447
LR134336.1,EMBL,gene,460183,461125,,+,,ID=gene-NCTC11427_00448;Name=NCTC11427_00448;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00448,924,gene-NCTC11427_00448
LR134336.1,EMBL,gene,461290,461728,,+,,ID=gene-NCTC11427_00449;Name=ywnA;gbkey=Gene;gene=ywnA;gene_biotype=protein_coding;locus_tag=NCTC11427_00449,926,gene-NCTC11427_00449
LR134336.1,EMBL,gene,461795,462818,,+,,ID=gene-NCTC11427_00450;Name=NCTC11427_00450;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00450,928,gene-NCTC11427_00450
LR134336.1,EMBL,gene,463104,463887,,-,,ID=gene-NCTC11427_00451;Name=NCTC11427_00451;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00451,930,gene-NCTC11427_00451
LR134336.1,EMBL,gene,464016,464676,,-,,ID=gene-NCTC11427_00452;Name=yecS_1;gbkey=Gene;gene=yecS_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00452,932,gene-NCTC11427_00452
LR134336.1,EMBL,gene,464685,465363,,-,,ID=gene-NCTC11427_00453;Name=artQ_1;gbkey=Gene;gene=artQ_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00453,934,gene-NCTC11427_00453
LR134336.1,EMBL,gene,465375,466170,,-,,ID=gene-NCTC11427_00454;Name=peb1A;gbkey=Gene;gene=peb1A;gene_biotype=protein_coding;locus_tag=NCTC11427_00454,936,gene-NCTC11427_00454
LR134336.1,EMBL,gene,466180,466939,,-,,ID=gene-NCTC11427_00455;Name=artM_1;gbkey=Gene;gene=artM_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00455,938,gene-NCTC11427_00455
LR134336.1,EMBL,gene,467058,469335,,+,,ID=gene-NCTC11427_00456;Name=recJ;gbkey=Gene;gene=recJ;gene_biotype=protein_coding;locus_tag=NCTC11427_00456,940,gene-NCTC11427_00456
LR134336.1,EMBL,gene,469502,470150,,+,,ID=gene-NCTC11427_00457;Name=sle1;gbkey=Gene;gene=sle1;gene_biotype=protein_coding;locus_tag=NCTC11427_00457,942,gene-NCTC11427_00457
LR134336.1,EMBL,gene,470650,472312,,+,,ID=gene-NCTC11427_00458;Name=rnjB;gbkey=Gene;gene=rnjB;gene_biotype=protein_coding;locus_tag=NCTC11427_00458,944,gene-NCTC11427_00458
LR134336.1,EMBL,gene,472380,473160,,+,,ID=gene-NCTC11427_00459;Name=estA;gbkey=Gene;gene=estA;gene_biotype=protein_coding;locus_tag=NCTC11427_00459,946,gene-NCTC11427_00459
LR134336.1,EMBL,gene,473264,473966,,+,,ID=gene-NCTC11427_00460;Name=NCTC11427_00460;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00460,948,gene-NCTC11427_00460
LR134336.1,EMBL,gene,474067,475915,,+,,ID=gene-NCTC11427_00461;Name=uvrC;gbkey=Gene;gene=uvrC;gene_biotype=protein_coding;locus_tag=NCTC11427_00461,950,gene-NCTC11427_00461
LR134336.1,EMBL,gene,475904,476759,,+,,ID=gene-NCTC11427_00462;Name=NCTC11427_00462;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00462,952,gene-NCTC11427_00462
LR134336.1,EMBL,gene,477046,477445,,+,,ID=gene-NCTC11427_00463;Name=NCTC11427_00463;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00463,954,gene-NCTC11427_00463
LR134336.1,EMBL,gene,477501,477930,,+,,ID=gene-NCTC11427_00464;Name=NCTC11427_00464;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00464,956,gene-NCTC11427_00464
LR134336.1,EMBL,gene,477926,478337,,+,,ID=gene-NCTC11427_00465;Name=NCTC11427_00465;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00465,958,gene-NCTC11427_00465
LR134336.1,EMBL,gene,478338,478488,,+,,ID=gene-NCTC11427_00466;Name=NCTC11427_00466;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00466,960,gene-NCTC11427_00466
LR134336.1,EMBL,gene,478608,479001,,+,,ID=gene-NCTC11427_00467;Name=NCTC11427_00467;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00467,962,gene-NCTC11427_00467
LR134336.1,EMBL,gene,479000,480218,,+,,ID=gene-NCTC11427_00468;Name=NCTC11427_00468;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00468,964,gene-NCTC11427_00468
LR134336.1,EMBL,gene,480199,480592,,+,,ID=gene-NCTC11427_00469;Name=NCTC11427_00469;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00469,966,gene-NCTC11427_00469
LR134336.1,EMBL,gene,480572,480866,,+,,ID=gene-NCTC11427_00470;Name=NCTC11427_00470;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00470,968,gene-NCTC11427_00470
LR134336.1,EMBL,gene,481009,481615,,+,,ID=gene-NCTC11427_00471;Name=NCTC11427_00471;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00471,970,gene-NCTC11427_00471
LR134336.1,EMBL,gene,481627,483028,,+,,ID=gene-NCTC11427_00472;Name=pepV;gbkey=Gene;gene=pepV;gene_biotype=protein_coding;locus_tag=NCTC11427_00472,972,gene-NCTC11427_00472
LR134336.1,EMBL,gene,483081,483672,,+,,ID=gene-NCTC11427_00473;Name=NCTC11427_00473;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00473,974,gene-NCTC11427_00473
LR134336.1,EMBL,gene,483668,483956,,+,,ID=gene-NCTC11427_00474;Name=moeZ;gbkey=Gene;gene=moeZ;gene_biotype=protein_coding;locus_tag=NCTC11427_00474,976,gene-NCTC11427_00474
LR134336.1,EMBL,gene,484140,485466,,+,,ID=gene-NCTC11427_00475;Name=brnQ;gbkey=Gene;gene=brnQ;gene_biotype=protein_coding;locus_tag=NCTC11427_00475,978,gene-NCTC11427_00475
LR134336.1,EMBL,gene,485502,486060,,-,,ID=gene-NCTC11427_00476;Name=NCTC11427_00476;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00476,980,gene-NCTC11427_00476
LR134336.1,EMBL,gene,486344,486896,,-,,ID=gene-NCTC11427_00477;Name=NCTC11427_00477;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00477,982,gene-NCTC11427_00477
LR134336.1,EMBL,gene,487032,487998,,+,,ID=gene-NCTC11427_00478;Name=pepA_1;gbkey=Gene;gene=pepA_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00478,984,gene-NCTC11427_00478
LR134336.1,EMBL,gene,488071,488533,,+,,ID=gene-NCTC11427_00479;Name=NCTC11427_00479;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00479,986,gene-NCTC11427_00479
LR134336.1,EMBL,gene,488546,489263,,+,,ID=gene-NCTC11427_00480;Name=NCTC11427_00480;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00480,988,gene-NCTC11427_00480
LR134336.1,EMBL,gene,489385,489811,,+,,ID=gene-NCTC11427_00481;Name=rplK;gbkey=Gene;gene=rplK;gene_biotype=protein_coding;locus_tag=NCTC11427_00481,990,gene-NCTC11427_00481
LR134336.1,EMBL,gene,489908,490598,,+,,ID=gene-NCTC11427_00482;Name=rl1;gbkey=Gene;gene=rl1;gene_biotype=protein_coding;locus_tag=NCTC11427_00482,992,gene-NCTC11427_00482
LR134336.1,EMBL,gene,491081,491840,,+,,ID=gene-NCTC11427_00483;Name=rebM_2;gbkey=Gene;gene=rebM_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00483,994,gene-NCTC11427_00483
LR134336.1,EMBL,gene,491926,492439,,+,,ID=gene-NCTC11427_00484;Name=apt;gbkey=Gene;gene=apt;gene_biotype=protein_coding;locus_tag=NCTC11427_00484,996,gene-NCTC11427_00484
LR134336.1,EMBL,gene,492620,493565,,+,,ID=gene-NCTC11427_00485;Name=metA;gbkey=Gene;gene=metA;gene_biotype=protein_coding;locus_tag=NCTC11427_00485,998,gene-NCTC11427_00485
LR134336.1,EMBL,gene,493573,494251,,+,,ID=gene-NCTC11427_00486;Name=dnaD;gbkey=Gene;gene=dnaD;gene_biotype=protein_coding;locus_tag=NCTC11427_00486,1000,gene-NCTC11427_00486
LR134336.1,EMBL,gene,494347,495106,,+,,ID=gene-NCTC11427_00487;Name=tpiA;gbkey=Gene;gene=tpiA;gene_biotype=protein_coding;locus_tag=NCTC11427_00487,1002,gene-NCTC11427_00487
LR134336.1,EMBL,gene,495298,495817,,+,,ID=gene-NCTC11427_00488;Name=dps;gbkey=Gene;gene=dps;gene_biotype=protein_coding;locus_tag=NCTC11427_00488,1004,gene-NCTC11427_00488
LR134336.1,EMBL,gene,496028,496367,,+,,ID=gene-NCTC11427_00489;Name=phnA;gbkey=Gene;gene=phnA;gene_biotype=protein_coding;locus_tag=NCTC11427_00489,1006,gene-NCTC11427_00489
LR134336.1,EMBL,gene,496369,496993,,+,,ID=gene-NCTC11427_00490;Name=NCTC11427_00490;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00490,1008,gene-NCTC11427_00490
LR134336.1,EMBL,gene,497105,498257,,+,,ID=gene-NCTC11427_00491;Name=NCTC11427_00491;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00491,1010,gene-NCTC11427_00491
LR134336.1,EMBL,gene,498356,499106,,+,,ID=gene-NCTC11427_00492;Name=truA;gbkey=Gene;gene=truA;gene_biotype=protein_coding;locus_tag=NCTC11427_00492,1012,gene-NCTC11427_00492
LR134336.1,EMBL,gene,499095,499869,,+,,ID=gene-NCTC11427_00493;Name=pdxK;gbkey=Gene;gene=pdxK;gene_biotype=protein_coding;locus_tag=NCTC11427_00493,1014,gene-NCTC11427_00493
LR134336.1,EMBL,gene,499846,500308,,+,,ID=gene-NCTC11427_00494;Name=hmpT;gbkey=Gene;gene=hmpT;gene_biotype=protein_coding;locus_tag=NCTC11427_00494,1016,gene-NCTC11427_00494
LR134336.1,EMBL,gene,500350,501433,,-,,ID=gene-NCTC11427_00495;Name=pepQ;gbkey=Gene;gene=pepQ;gene_biotype=protein_coding;locus_tag=NCTC11427_00495,1018,gene-NCTC11427_00495
LR134336.1,EMBL,gene,501560,502343,,-,,ID=gene-NCTC11427_00496;Name=NCTC11427_00496;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00496,1020,gene-NCTC11427_00496
LR134336.1,EMBL,gene,502342,503686,,-,,ID=gene-NCTC11427_00497;Name=NCTC11427_00497;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00497,1022,gene-NCTC11427_00497
LR134336.1,EMBL,gene,503785,505102,,-,,ID=gene-NCTC11427_00498;Name=pdhD;gbkey=Gene;gene=pdhD;gene_biotype=protein_coding;locus_tag=NCTC11427_00498,1024,gene-NCTC11427_00498
LR134336.1,EMBL,gene,505450,507025,,+,,ID=gene-NCTC11427_00499;Name=cshA_1;gbkey=Gene;gene=cshA_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00499,1026,gene-NCTC11427_00499
LR134336.1,EMBL,gene,507309,508098,,+,,ID=gene-NCTC11427_00500;Name=codY;gbkey=Gene;gene=codY;gene_biotype=protein_coding;locus_tag=NCTC11427_00500,1028,gene-NCTC11427_00500
LR134336.1,EMBL,gene,508097,508673,,+,,ID=gene-NCTC11427_00501;Name=yecD;gbkey=Gene;gene=yecD;gene_biotype=protein_coding;locus_tag=NCTC11427_00501,1030,gene-NCTC11427_00501
LR134336.1,EMBL,gene,508753,508839,,+,,ID=gene-NCTC11427_00502;Name=NCTC11427_00502;gbkey=Gene;gene_biotype=tRNA;locus_tag=NCTC11427_00502,1032,gene-NCTC11427_00502
LR134336.1,EMBL,gene,509231,510509,,+,,ID=gene-NCTC11427_00503;Name=vexp1;gbkey=Gene;gene=vexp1;gene_biotype=protein_coding;locus_tag=NCTC11427_00503,1035,gene-NCTC11427_00503
LR134336.1,EMBL,gene,510521,511169,,+,,ID=gene-NCTC11427_00504;Name=lolD_1;gbkey=Gene;gene=lolD_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00504,1037,gene-NCTC11427_00504
LR134336.1,EMBL,gene,511219,512599,,+,,ID=gene-NCTC11427_00505;Name=NCTC11427_00505;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00505,1039,gene-NCTC11427_00505
LR134336.1,EMBL,gene,512741,513398,,+,,ID=gene-NCTC11427_00506;Name=regX3_1;gbkey=Gene;gene=regX3_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00506,1041,gene-NCTC11427_00506
LR134336.1,EMBL,gene,513394,514723,,+,,ID=gene-NCTC11427_00507;Name=vncS;gbkey=Gene;gene=vncS;gene_biotype=protein_coding;locus_tag=NCTC11427_00507,1043,gene-NCTC11427_00507
LR134336.1,EMBL,gene,514862,515744,,+,,ID=gene-NCTC11427_00508;Name=fbaA;gbkey=Gene;gene=fbaA;gene_biotype=protein_coding;locus_tag=NCTC11427_00508,1045,gene-NCTC11427_00508
LR134336.1,EMBL,gene,515873,516806,,+,,ID=gene-NCTC11427_00509;Name=NCTC11427_00509;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00509,1047,gene-NCTC11427_00509
LR134336.1,EMBL,gene,517178,518171,,+,,ID=gene-NCTC11427_00510;Name=metN2;gbkey=Gene;gene=metN2;gene_biotype=protein_coding;locus_tag=NCTC11427_00510,1049,gene-NCTC11427_00510
LR134336.1,EMBL,gene,518172,518991,,+,,ID=gene-NCTC11427_00511;Name=NCTC11427_00511;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00511,1051,gene-NCTC11427_00511
LR134336.1,EMBL,gene,518992,519778,,+,,ID=gene-NCTC11427_00512;Name=NCTC11427_00512;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00512,1053,gene-NCTC11427_00512
LR134336.1,EMBL,gene,520207,526696,,+,,ID=gene-NCTC11427_00513;Name=prtP;gbkey=Gene;gene=prtP;gene_biotype=protein_coding;locus_tag=NCTC11427_00513,1055,gene-NCTC11427_00513
LR134336.1,EMBL,gene,527103,528003,,+,,ID=gene-NCTC11427_00514;Name=NCTC11427_00514;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00514,1057,gene-NCTC11427_00514
LR134336.1,EMBL,gene,528229,528541,,+,,ID=gene-NCTC11427_00515;Name=NCTC11427_00515;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00515,1059,gene-NCTC11427_00515
LR134336.1,EMBL,gene,528572,530372,,-,,ID=gene-NCTC11427_00516;Name=lytB_1;gbkey=Gene;gene=lytB_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00516,1061,gene-NCTC11427_00516
LR134336.1,EMBL,gene,530417,531326,,-,,ID=gene-NCTC11427_00517;Name=cpsY;gbkey=Gene;gene=cpsY;gene_biotype=protein_coding;locus_tag=NCTC11427_00517,1063,gene-NCTC11427_00517
LR134336.1,EMBL,gene,531428,531662,,+,,ID=gene-NCTC11427_00518;Name=yqgQ;gbkey=Gene;gene=yqgQ;gene_biotype=protein_coding;locus_tag=NCTC11427_00518,1065,gene-NCTC11427_00518
LR134336.1,EMBL,gene,531658,532039,,+,,ID=gene-NCTC11427_00519;Name=yibN;gbkey=Gene;gene=yibN;gene_biotype=protein_coding;locus_tag=NCTC11427_00519,1067,gene-NCTC11427_00519
LR134336.1,EMBL,gene,532125,532386,,+,,ID=gene-NCTC11427_00520;Name=NCTC11427_00520;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00520,1069,gene-NCTC11427_00520
LR134336.1,EMBL,gene,532426,533152,,-,,ID=gene-NCTC11427_00521;Name=rsuA3;gbkey=Gene;gene=rsuA3;gene_biotype=protein_coding;locus_tag=NCTC11427_00521,1071,gene-NCTC11427_00521
LR134336.1,EMBL,gene,533310,535152,,+,,ID=gene-NCTC11427_00522;Name=typA;gbkey=Gene;gene=typA;gene_biotype=protein_coding;locus_tag=NCTC11427_00522,1073,gene-NCTC11427_00522
LR134336.1,EMBL,gene,535171,535426,,+,,ID=gene-NCTC11427_00523;Name=NCTC11427_00523;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00523,1075,gene-NCTC11427_00523
LR134336.1,EMBL,gene,535543,536896,,+,,ID=gene-NCTC11427_00524;Name=murD;gbkey=Gene;gene=murD;gene_biotype=protein_coding;locus_tag=NCTC11427_00524,1077,gene-NCTC11427_00524
LR134336.1,EMBL,gene,536897,537956,,+,,ID=gene-NCTC11427_00525;Name=murG;gbkey=Gene;gene=murG;gene_biotype=protein_coding;locus_tag=NCTC11427_00525,1079,gene-NCTC11427_00525
LR134336.1,EMBL,gene,537965,539129,,+,,ID=gene-NCTC11427_00526;Name=ftsQ;gbkey=Gene;gene=ftsQ;gene_biotype=protein_coding;locus_tag=NCTC11427_00526,1081,gene-NCTC11427_00526
LR134336.1,EMBL,gene,539357,540059,,+,,ID=gene-NCTC11427_00528;Name=pyrF;gbkey=Gene;gene=pyrF;gene_biotype=protein_coding;locus_tag=NCTC11427_00528,1083,gene-NCTC11427_00528
LR134336.1,EMBL,gene,540092,540725,,+,,ID=gene-NCTC11427_00529;Name=pyrE;gbkey=Gene;gene=pyrE;gene_biotype=protein_coding;locus_tag=NCTC11427_00529,1085,gene-NCTC11427_00529
LR134336.1,EMBL,gene,540787,541654,,-,,ID=gene-NCTC11427_00530;Name=fliY_1;gbkey=Gene;gene=fliY_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00530,1087,gene-NCTC11427_00530
LR134336.1,EMBL,gene,541665,542424,,-,,ID=gene-NCTC11427_00531;Name=artM_2;gbkey=Gene;gene=artM_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00531,1089,gene-NCTC11427_00531
LR134336.1,EMBL,gene,542424,543102,,-,,ID=gene-NCTC11427_00532;Name=yecS_2;gbkey=Gene;gene=yecS_2;gene_biotype=protein_coding;locus_tag=NCTC11427_00532,1091,gene-NCTC11427_00532
LR134336.1,EMBL,gene,543061,543742,,-,,ID=gene-NCTC11427_00533;Name=glnP_1;gbkey=Gene;gene=glnP_1;gene_biotype=protein_coding;locus_tag=NCTC11427_00533,1093,gene-NCTC11427_00533
LR134336.1,EMBL,gene,543951,545088,,+,,ID=gene-NCTC11427_00534;Name=lctO;gbkey=Gene;gene=lctO;gene_biotype=protein_coding;locus_tag=NCTC11427_00534,1095,gene-NCTC11427_00534
LR134336.1,EMBL,gene,545492,546053,,+,,ID=gene-NCTC11427_00536;Name=ykoE;gbkey=Gene;gene=ykoE;gene_biotype=protein_coding;locus_tag=NCTC11427_00536,1097,gene-NCTC11427_00536
LR134336.1,EMBL,gene,546053,547439,,+,,ID=gene-NCTC11427_00537;Name=ykoD;gbkey=Gene;gene=ykoD;gene_biotype=protein_coding;locus_tag=NCTC11427_00537,1099,gene-NCTC11427_00537
LR134336.1,EMBL,gene,547440,548091,,+,,ID=gene-NCTC11427_00538;Name=NCTC11427_00538;gbkey=Gene;gene_biotype=protein_coding;locus_tag=NCTC11427_00538,1101,gene-NCTC11427_00538
